EG12881-MONOMER	EG12881	P45505	conserved protein	YfaH
PD00365	EG11434	P0ACH5	MarA DNA-binding transcriptional dual regulator	CfxB, InaR, NorB, SoxQ, NfxC, MarA
ASPKINIHOMOSERDEHYDROGI-MONOMER	EG10998	P00561	ThrA	ThrD
G6447-MONOMER	G6447	P0AAY6	predicted oxidoreductase	YbjN
YDCU-MONOMER	G6753	P77156	putative transport protein, ABC superfamily - membrane component	YdcU
G6894-MONOMER	G6894	P77552	conserved protein	YdhQ
EG10488-MONOMER	EG10488	P10423	alkaline phosphatase isozyme conversion protein	Iap
EG11215-MONOMER	EG11215	P0ADD2	conserved inner membrane protein	YjjB
G7345-MONOMER	G7345	P52101	GlrK sensory histidine kinase	GlrK, YfhZ, YfhK
G7821-MONOMER	G7821	P0ACS7	AlsR DNA-binding transcriptional repressor	AlsR, YjcY, RpiR
EG11877-MONOMER	EG11877	P0AAB8	stress protein involved in resistance to UV irradiation	UspD, YiiT
MHPDHYDROL-MONOMER	M013	P77608		MhpS, MhpD
EG12855-MONOMER	EG12855	P0A8N0	macrodomain Ter protein	YcbG, MatP
PD00261	EG10365	P25748	GalS DNA-binding transcriptional dual regulator	MglD, GalS
ARTJ-MONOMER	EG11628	P30860	L-arginine ABC transporter - periplasmic binding protein	
G6426-MONOMER	G6426	P75793	predicted pyruvate formate lyase	YbiW, PflF
YCAD-MONOMER	EG11242	P21503	putative transport protein, major facilitator superfamily (MFS)	YcaD
G6873-MONOMER	G6873	P77611	member of SoxR-reducing complex	YdgN, RsxC
EG10460-MONOMER	EG10460	P05719	specificity determinant for hsdM and hsdR	Hss, Hsp, HsdS
EG11193-MONOMER	EG11193	P23840	DNA-damage-inducible protein	YicD, PcsA, DinD
G7320-MONOMER	G7320	P77774	Outer Membrane Protein Assembly Complex - BamB subunit	YfgL
G7760-MONOMER	G7760	P46856	conserved protein	YrhA
EG11849-MONOMER	EG11849	P32144	predicted DNA-binding transcriptional regulator	YihW
MELB-MONOMER	EG10578	P02921	melibiose:H<sup>+</sup>/Na<sup>+</sup>/Li<sup>+</sup> symporter	MelB, MelB GPH transporter
EG12708-MONOMER	EG12708	P45570	conserved inner membrane protein	YbcI
PD00197	EG10325	P0A9E5	FNR	Fnr, OssA, NirR, NirA, OxrA, FrdB
ARGSUCCINSYN-MONOMER	EG10068	P0A6E4	ArgG	
G6406-MONOMER	G6406	P0AA84	cardiolipin synthase 2	ClsB, YbhO
XYLULOKIN-MONOMER	EG11075	P09099	xylulokinase	XylB
G6851-MONOMER	G6851	P0A6E9	predicted dethiobiotin synthetase	YnfK
EG10423-MONOMER	EG10423	P0AES4	DNA gyrase, subunit A	ParD, NorA, NfxA, NalA, HisW, GyrA
EG11173-MONOMER	EG11173	P11865	predicted protein	YhaB
G7295-MONOMER	G7295	P76559	predicted protein	YpfG
G7741-MONOMER	G7741	P45800	inner membrane protein - inhibits the Rcs signaling pathway	YrfF, IgaA
EG11828-MONOMER	EG11828	P32125	molybdopterin-guanine dinucleotide biosynthesis adaptor protein	YihC, MobB
MALSYNG-MONOMER	EG20080	P37330		Glc, GlcB
EG12633-MONOMER	EG12633	Q93K97	ADP-sugar pyrophosphatase	AspP, NudF, YqiE, TrgB
OPPF-MONOMER	EG10678	P77737	murein tripeptide ABC transporter / peptide ABC transporter - putative ATP binding subunit	OppF
APHA-MONOMER	EG11934	P0AE22	AphA monomer	HobH, YjbP, AphA
G6381-MONOMER	G6381	P75745	predicted enzyme subunit	YbgK
UROGENDECARBOX-MONOMER	EG11543	P29680	uroporphyrinogen decarboxylase	HemC, HemE
G6833-MONOMER	G6833	P77609	Qin prophage; predicted protein	FlxA
EG10343-MONOMER	EG10343	P0ADX9	16S rRNA m<sup>2</sup>G966 methyltransferase	YhhF, RsmD
EG11152-MONOMER	EG11152	P07021	predicted outer membrane lipoprotein	YfiB
G7277-MONOMER	G7277	P76547	CPZ-55 prophage; predicted protein	YffP
G7724-MONOMER	G7724	P45541	fructoselysine 3-epimerase	YhfP, YhfO, FrlC
EG11803-MONOMER	EG11803	P0AAN1	hydrogenase 2-specific chaperone	HybE
LYSDECARBOX-MONOMER	EG10131	P0A9H3	CadA	
EG12440-MONOMER	EG12440	P37773		Tpl, YjfG, Mpl
NUOL-MONOMER	EG12092	P33607	NADH:ubiquinone oxidoreductase, membrane subunit L	NuoL
ALPHAGALACTOSID-MONOMER	EG10577	P06720	&alpha;-galactosidase monomer	MelA
G6355-MONOMER	G6355	P77427	predicted tRNA ligase	YbeU
UDPMANNACADEHYDROG-MONOMER	EG11452	P27829	UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase	MnaB, Rff, RffD, WecC
G6816-MONOMER	G6816	P77260	predicted mannonate dehydrogenase	YdfI
EG10308-MONOMER	EG10308	P04128	major type 1 subunit fimbrin (pilin)	PilC, PilA, FimD, FimA
EG11130-MONOMER	EG11130	P0ACG6	Qin prophage; small toxic polypeptide	HokD, RelF
G7260-MONOMER	G7260	Q47702	predicted protein	YfeK
G7707-MONOMER	G7707	P41443	putative protein secretion protein for export	HopH, GspH, HofH
EG11777-MONOMER	EG11777	P37003	predicted protein	YbfH, YbfG
LEUC-MONOMER	EG11576	P0A6A6	LeuC	
EG12403-MONOMER	EG12403	P39163	predicted glutathione-specific gamma-glutamylcyclotransferase	ChaC, predicted cation transport protein
NRDB-MONOMER	EG10661	P69924	ribonucleoside diphosphate reductase 1, &beta; subunit, ferritin-like	FtsB, NrdB
AGAD-MONOMER	G7635	P42911	galactosamine PTS permease (cryptic) - AgaD subunit	YraF, AgaD
G6329-MONOMER	G6329	P77806	methionine-oxo-acid transaminase, PLP-dependent	YbdL
TTDB-MONOMER	EG11169	P0AC35	L-tartrate dehydratase, &beta; subunit	YgjB, TtdB
G6796-MONOMER	G6796	P76138	predicted transcriptional regulator	YneL
EG10255-MONOMER	EG10255	P23827	ecotin monomer; serine protease inhibitor	Eti, Eco
EG11112-MONOMER	EG11112	P0A8P1	leucyl, phenylalanyl-tRNA-protein transferase	YcaA, Aat
G7239-MONOMER	G7239	O32528	YpdI  colanic acid synthesis lipoprotein	YpdI
G7688-MONOMER	G7688	P67662	quorum sensing transcriptional regulator of LYSR-type	YhcS, AaeR, QseA
EG11750-MONOMER	EG11750	P31667	predicted transposase	YhgA
KEFC-MONOMER	EG10521	P03819	KefC	TrkC, KefC
EG12376-MONOMER	EG12376	P39836	putative cytochrome oxidase	YfeH
NHAA-MONOMER	EG10652	P13738	NhaA monomer	Hyc, Ant, AntA, NhaA
ACYLCOADEHYDROG-MONOMER	G6105	Q47146		FadE, YafH
G6311-MONOMER	G6311	P75719	DLP12 prophage; predicted murein endopeptidase	RzpD, YbcT
TREB-MONOMER	EG12127	P36672	trehalose PTS permease - TreB subunit	Enzyme IIBC<sup>tre</sup>, enzyme IIBC component of trehalose PTS
G6772-MONOMER	G6772	P76123	predicted protein	YddK
EG10228-MONOMER	EG10228	P06965	Qin prophage; DNA-binding transcriptional regulator for DicB	FtsT, DicC
EG11091-MONOMER	EG11091	P04335	fermentation/respiration switch protein	YafA, FrsA
G7221-MONOMER	G7221	P76507	CPS-53 (KpLE1) prophage; predicted inner membrane protein	YfdI
G7668-MONOMER	G7668	P46022	biosynthetic peptidoglycan transglycosylase	Mgt, YrbM, MtgA
EG11728-MONOMER	EG11728	P31470	predicted 6-phosphogluconolactonase	YieK
IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER	EG10445	P06987		HisB
EG12352-MONOMER	EG12352	P0A9L5	peptidyl-prolyl <i>cis-trans</i> isomerase C (rotamase C)	PpiC, Par10, parvulin
NAPC-MONOMER	EG12060	P0ABL5	periplasmic nitrate reductase, cytochrome c protein	YejX, NapC, cytochrome c-type protein
ACETOLACTSYNIII-HCHAIN-MONOMER	EG10499	P00894	IlvH	BrnP
G6290-MONOMER	G6290	P0ABW5	predicted fimbrial-like adhesin protein	SfmA
THREODEHYD-MONOMER	EG10993	P07913	Tdh	
G6755-MONOMER	G6755	P77674	&gamma;-aminobutyraldehyde dehydrogenase	PatD, YdcW, Prr
EG10159-MONOMER	EG10159	P0A6H1	ClpX	LopC
EG11068-MONOMER	EG11068	P09184	DNA mismatch endonuclease of the very short patch (VSP) mismatch repair pathway	Vsr
G7205-MONOMER	G7205	P76500	predicted fimbrial-like adhesin protein	YfcQ
G7648-MONOMER	G7648	P67762	conserved protein	YhbP
EG11702-MONOMER	EG11702	P32664	NADH pyrophosphatase	NudC, YjaD
HYAB-MONOMER	EG10469	P0ACD8	hydrogenase 1, large subunit	HyaB, hydrogenase 1 - L subunit, hydrogenase 1 - &alpha; subunit
EG12328-MONOMER	EG12328	P37050	predicted fimbrial-like adhesin protein	YadN
N-ACETYLTRANSFER-MONOMER	EG10063	P0A6C5	ArgA	
3R-3-HYDROXYOCTANOYL-ACP	EG50003		(3<i>R</i>)-3-hydroxyoctanoyl-ACP	B1094, AcpP
G6269-MONOMER	G6269	P0AFP4	NADP<sup>+</sup>-dependent aldehyde reductase	YbbO
TDPFUCACTRANS-MONOMER	EG11455	P27832		Rff, YifH, RffC, WecD
G6728-MONOMER	G6728	P76091	predicted CDP-diglyceride synthase	YnbB
EG10116-MONOMER	EG10116	P11989	BglG transcriptional antiterminator (monomer)	BglC, BglG
EG11016-MONOMER	EG11016	P02338	predicted protamine-like protein	Tpr
G7187-MONOMER	G7187	P77625	sugar phosphatase	YfbT
G7631-MONOMER	G7631	P0C8K0	tagatose-1,6-bisphosphate aldolase 1 subunit KbaZ	YhaX, KbaZ, AgaZ
EG11674-MONOMER	EG11674	P60782	conserved inner membrane protein	YgiH
HISM-MONOMER	EG10007	P0AEU3	lysine/arginine/ornithine ABC transporter / histidine ABC transporter - membrane subunit	
EG12298-MONOMER	EG12298	P37691		YibQ
MONOMER0-561	G0-8601	P52074	glycolate oxidase, predicted iron-sulfur subunit	YghL, Gox, GlcF
G6246-MONOMER	G6246	P46891		Cof
SUCCGLUDESUCC-MONOMER	G6940	P76215		YdjS, AstE
G6709-MONOMER	G6709	P76077	ring 1,2-phenylacetyl-CoA epoxidase, monooxygenase subunit	YdbO, PaaA
EG10037-MONOMER	EG10037	P05050	AlkB repair system for alkylated DNA and RNA	AidD, AlkB
EG10983-MONOMER	EG10983	P0ADG4	inositol monophosphatase	SsyA, SuhB
G7170-MONOMER	G7170	P76473	4-amino-4-deoxy-L-arabinose (L-Ara4N) transferase	YfbI, ArnT, PmrK
G7610-MONOMER	G7610	P42615	MzrA	EcfM, YqjB
EG11646-MONOMER	EG11646	P30235	predicted pseudouridine kinase	PsuK, YeiC, PscK
GUTA-MONOMER	EG10969	P56580	sorbitol PTS permease - SrlE subunit	SrlA, GutA, Sbl, GutE, SrlE, enzyme IIB component of sorbitol PTS, Enzyme IIB <sup>sorbitol</sup>
EG12277-MONOMER	EG12277	P56256	predicted hydrogenase, 4Fe-4S ferredoxin-type component	YsaA, YiaI
G6215-MONOMER	G6215	Q47536	predicted glucosyltransferase	YaiP
SHIA-MONOMER	G7067	P76350		YeeM, ShiA, ShiA shikimate MFS transporter
G6692-MONOMER	G6692		Rac prophage; predicted protein, N-ter fragment	LomR_1
DUTP-PYROP-MONOMER	EG10251	P06968	Dut	Sof, DnaS
EG10941-MONOMER	EG10941	P0A821	selenocysteine synthase	FdhA, SelA
G7152-MONOMER	G7152	P76462	conserved protein	YfaP
G7593-MONOMER	G7593	Q46871	ferric reductase, NADPH-dependent	YqjH
EG11601-MONOMER	EG11601	P0AFZ1	overproduction causes enhanced serine sensitivity	SseB
GMP-REDUCT-MONOMER	EG10422	P60560	GuaC	
EG12256-MONOMER	EG12256	P37649	predicted c-di-GMP phosphodiesterase	PdeK, YhjK
MONOMER0-4244	G6534	P0CF69	IS3 element protein InsE	InsE-4
G6192-MONOMER	G6192	P75692	predicted protein	YahM
SECA	EG10936	P10408	SecA	Pea, Azi, PrlD
G6673-MONOMER	G6673	P77302	diguanylate cyclase	DgcM, YdaM
DMSB-MONOMER	EG10233	P18776	dimethyl sulfoxide reductase, chain B	DmsB
G7122-MONOMER	G7122	P76406	predicted protein	YegR
G7571-MONOMER	G7571	Q46864	MqsA antitoxin of the MqsRA toxin-antitoxin system and DNA-binding transcriptional repressor	MqsA, YgiT
EG11568-MONOMER	EG11568	P0A754	regulator of KefC-mediated potassium transport and quinone oxidoreductase	KefF, YabF
GLYC3PDEHYDROGBIOSYN-MONOMER	EG20091	P0A6S7	glycerol-3-phosphate dehydrogenase	GpsA
EG12231-MONOMER	EG12231	P0A8S5	predicted universal stress (ethanol tolerance) protein B	YhiO, UspB
MONOMER0-4228	G0-10430	P0CF10	IS1 protein InsA	InsA-4
G6174-MONOMER	G6174	P77212	predicted oxidoreductase with FAD/NAD(P)-binding domain and dimerization domain; hypochlorite stress response	RclA, YkgC
RPOH-MONOMER	EG10897	P0AGB3	RNA polymerase, sigma 32 (sigma H) factor	Hin, Fam, HtpR, RpoH, sigma H factor, sigma H, sigma 32, sigma 32 factor, &sigma;32
G6653-MONOMER	G6653	P77503	predicted oxidoreductase, NADH-binding	YcjS
DIENOYLCOAREDUCT-MONOMER	G36	P42593		YgjL, FadH
G7101-MONOMER	G7101	P71238	predicted colanic acid polymerase	WcaD
EG10893-MONOMER	EG10893	P0A7Z4	RNA polymerase, &alpha; subunit	Sez, Phs, Pez, RpoA
G7547-MONOMER	G7547	Q46840	predicted DNA-binding transcriptional regulator	YghO
EG11535-MONOMER	EG11535	P0C058	small heat shock protein IbpB	HslS, HtpE, IbpB
GLUSYNSMALL-MONOMER	EG10404	P09832	glutamate synthase, small subunit	OssB, PsiQ, AspB, GltD
EG12207-MONOMER	EG12207	P36999	23S rRNA m<sup>1</sup>G745 methyltransferase	YebH, RrmA, RlmA, ribosomal RNA large subunit methyltransferase A, rRNA large subunit methyltransferase A
EG12176-MONOMER	EG12176	P0ACU7	predicted transcriptional regulator	YjdC
G6155-MONOMER	G6155	P77489	aldehyde dehydrogenase: molybdenum cofactor-binding subunit	YagR, PaoC
RIB5PISOMB-MONOMER	EG11827	P37351	allose-6-phosphate isomerase / ribose-5-phosphate isomerase B monomer	YjcA, AlsI, RpiB
G6633-MONOMER	G6633	P0A8L7	predicted protein	YciU
DCUC-MONOMER	G6347	P0ABP3	dicarboxylate transporter DcuC	DcuC
G7083-MONOMER	G7083	P64521	CP4-44 prophage; predicted protein	YeeT
EG10876-MONOMER	EG10876	P02413	50S ribosomal subunit protein L15	RplO
G7529-MONOMER	G7529	P52060	conserved protein	YggU
EG11512-MONOMER	EG11512	P0AC98	acetate / succinate:H<sup>+</sup> symporter	SatP, YaaH
GLTP-MONOMER	EG10405	P21345	glutamate / aspartate : H<sup>+</sup> symporter GltP	GltP, GltII
EG12181-MONOMER	EG12181	P0AC69	glutaredoxin 4	YdhD, GrxD, Grx4
EG12140-MONOMER	EG12140	P0ACR2	protein with similarity to transcriptional regulators	YdhB
MONOMER0-2877	G0-10650	C1P613	small protein	YqeL
G6133-MONOMER	G6133	Q47688	CP4-6 prophage; conserved protein	YkfC
QUINOPRIBOTRANS-MONOMER	EG11546	P30011	quinolinate phosphoribosyltransferase (decarboxylating) monomer	NadC
G6615-MONOMER	G6615	P76002	inhibitor of g-type lysozyme	PliG, YcgK
CYSN-MONOMER	EG10194	P23845	sulfate adenylyltransferase, CysN subunit	CysN
G7062-MONOMER	G7062	P76345	predicted cytochrome	YodB
EG10859-MONOMER	EG10859	P21513	RNase E	SmbB, Ams, Rne
G7512-MONOMER	G7512	P67153	predicted oxidoreductase, inner membrane subunit	YqfA
EG11488-MONOMER	EG11488	P28224	inhibitor of c-type lysozyme, predicted lipoprotein	YdhA, MliC
GDHA-MONOMER	EG10372	P00370	GdhA	
EG12116-MONOMER	EG12116	P0ACS9	AcrR DNA-binding transcriptional repressor	YbaH, AcrR
MONOMER0-2851	G0-10624		IS150 protein InsAB	InsJK
G6117-MONOMER	G6117	Q47157	ribosome-dependent mRNA interferase, toxin of the YafO-YafN toxin-antitoxin system	YafO
PTSH-MONOMER	EG10788	P0AA04	HPr	Hpr, Ctr, PtsH
CRR-MONOMER	EG10165	P69783	Enzyme IIA<sup>Glc</sup>; Crr	TreD, Tgs, Iex, Gsr, EIIA<sup>Glc</sup>, Enzyme III<sup>Glc</sup>, EIII<sup>Glc</sup>, IIIGlc
G6602-MONOMER	G6602	P75989	BluR DNA-binding transcriptional repressor	BluR, YcgE
G7045-MONOMER	G7045	P0AEG8	predicted protein	DsrB
EG10841-MONOMER	EG10841	P24216	flagellar cap protein FliD; filament capping protein; enables filament assembly	Rfs, FlbC, FliD
G7492-MONOMER	G7492	Q46806	phenylhydantoinase	YgeZ, HyuA
EG11447-MONOMER	EG11447	P69913	carbon storage regulator; pleiotropic regulatory protein for carbon source metabolism	ZfiA, CsrA
GALACTITOLPDEHYD-MONOMER	EG12417	P0A9S3	L-galactitol-1-phosphate 5-dehydrogenase	GatD
EG12096-MONOMER	EG12096	P33647	ChpB toxin of the ChpB-ChpS toxin-antitoxin system	YjfE, ChpB, ChpBK
MONOMER0-282	EG10729	P02932	PhoE	OmpE, outer membrane pore protein E (E,Ic,NmpAB)
G6100-MONOMER	G6100	P75672	predicted S-adenosyl-L-methionine-dependent methyltransferase	YafS
PROTEIN-NRII	EG10387	P0AFB5	NtrB	GlnL, GlnR, I
CITTRANS-MONOMER	G6341	P75726	citrate lyase, citrate-ACP transferase &alpha; subunit	YbdV, CitF
YTFT-MONOMER	EG12520	P39328	galactofuranose / galactopyranose ABC transporter - putative membrane subunit	
G6586-MONOMER	G6586	P75971	e14 prophage; predicted protein	YmfH
G7024-MONOMER	G7024	P67826	protein potentially involved in copper homeostasis	CutC
EG10823-MONOMER	EG10823	P0A7G6	DNA strand exchange and recombination protein with protease and nuclease activity	Tif, UmuB, Zab, Srf, RnmB, RecH, LexB, RecA
EG11422-MONOMER	EG11422	P27294	pH-inducible protein involved in stress response	YfaG, InaA
G7478-MONOMER	G7478	Q46793	predicted protein	YgeN
G7949-MONOMER	G7949	P39405	hydroxamate siderophore iron reductase	YjjS, FhuF
EG12036-MONOMER	EG12036	P33029	predicted dehydrogenase, NAD-dependent	YeiQ
MONOMER0-2777	G0-10555		DLP12 prophage; predicted replication protein fragment	YbcD
G370-MONOMER	G370	P76298	flagellar biosynthesis protein FlhA	FlaH, FlhA
POTE-MONOMER	EG10753	P0AAF1	putrescine:H<sup>+</sup> symporter / putrescine:ornithine antiporter PotE	PotE
CELC-MONOMER	EG10142	P69791	chitobiose PTS permease - ChbA subunit	CelC, ChbC, EIIA<sup>chb</sup>, Enzyme IIA<sup>chb</sup>, EIII<sup>chb</sup>, Enzyme III<sup>chb</sup>
YLIC-MONOMER	G6431	P75798	glutathione ABC transporter - membrane subunit	GsiC, YliC
G6565-MONOMER	G6565	P0AB38	outer membrane lipoprotein - activator of MrcB activity	LpoB, YcfM
G7006-MONOMER	G7006	P0AD03	conserved inner membrane protein	YebS
EG10760-MONOMER	EG10760	P23865	tail-specific protease	Tsp, Prc, carboxy-terminal protease for penicillin-binding protein 3, c-terminal processing peptidase, protease re
EG11389-MONOMER	EG11389	P0ABY2	flagellar biosynthesis protein FliT	FliT
G7461-MONOMER	G7461	P65294	predicted protein	YgdR
G7931-MONOMER	G7931	P39383	predicted ATPase, activator of (R)-hydroxyglutaryl-CoA dehdratase	YjiL
EG12016-MONOMER	EG12016	P0AD17	predicted inner membrane protein	YohC
MONOMER0-2693	G0-10471	P0ADN6	predicted lipoprotein	YifL
FUC4NACTRANS-MONOMER	EG11457	P27835	predicted Wzy protein involved in ECA polysaccharide chain elongation	RffT, WecF, WzyE
CARBODEHYDRAT-MONOMER	EG10176	P0ABE9	carbonic anhydrase monomer	CynT
G6545-MONOMER	G6545	P0AE95	curli transport specificity factor	CsgE
YJDL-MONOMER	EG12469	P39276	dipeptide / tripeptide:H<sup>+</sup> symporter DptC	YjdL, DtpC
G6989-MONOMER	G6989	P76254	predicted oxidoreductase	YeaX
EG10719-MONOMER	EG10719	P16688	carbon-phosphorus lyase core complex, PhnJ subunit	PhnJ
EG11359-MONOMER	EG11359	P25960	leader peptidase, integral membrane protein	YheC, HopO, HopD, GspO, HofD
G7443-MONOMER	G7443	P64554	conserved protein	QueE, YgcF
G7915-MONOMER	G7915	P39364	KpLE2 phage-like element; predicted nucleoside triphosphatase	YjhM, SgcQ
EG11989-MONOMER	EG11989	P33342	putative fimbrial chaperone	YehC
MONOMER0-2676	G0-10454	Q2MB16	predicted protein	YobH
FOLC-MONOMER	EG10327	P08192	bifunctional folylpolyglutamate synthetase / dihydrofolate synthetase	DedC, FolC
PHEP-MONOMER	EG10708	P24207		PheP, PheP phenylalanine APC transporter
BETAGALACTOSID-MONOMER	EG10527	P00722	&beta;-galactosidase monomer	LacZ
G6525-MONOMER	G6525	P75901	hypothetical protein of the OFeT transport family	YcdN, YcdN_1, EfeU_1
YIDT-MONOMER	EG20053	P0AA76		YidT, DgoT
G6971-MONOMER	G6971	P76236	predicted c-di-GMP binding protein	CdgI, YeaI
EG10684-MONOMER	EG10684	P0A912	Pal - outer membrane lipoprotein of the Tol-Pal system	ExcC, protein 21K
EG11336-MONOMER	EG11336	P25736	DNA-specific endonuclease I	EndA
EG11323-MONOMER	EG11323	P0A8C4	predicted protein	YgfB
G7420-MONOMER	G7420	Q46891	conserved protein	YgbM
G7891-MONOMER	G7891	P39343	IdnR transcriptional regulator	GntH, YjgS, IdnR
EG11962-MONOMER	EG11962	P0ACL7	LldR transcriptional dual regulator	Lct, LldR, LctR
MONOMER0-2654	G0-10432	Q9XB42	predicted protein	YkfH
FEPG-MONOMER	EG10298	P23877	ferric enterobactin ABC transporter - membrane subunit	
PDXK-MONOMER	G7259	P40191	pyridoxal kinase I	PdxL, ThiJ, YfeI, PdxK, PLK1
B2098-MONOMER	G7130	P76417	putative transport protein, major facilitator superfamily	YegT
G6501-MONOMER	G6501	P75876	23S rRNA m<sup>5</sup>C1962 methyltransferase monomer	YccW, RlmI
YHDY-MONOMER	EG12836	P45768	putative transport protein, ABC superfamily - membrane component	YhdY
G6947-MONOMER	G6947	P76221	conserved inner membrane protein	YdjZ
EG10626-MONOMER	EG10626	P08337	8-oxo-dGTP diphosphatase	NudA, MutT
EG11296-MONOMER	EG11296	P24554	DNA recombination protein	RadA, Sms
G7399-MONOMER	G7399	P64550		YgaW, AlaE
G7873-MONOMER	G7873	P0AE45	predicted inner membrane protein	YtfL
EG11933-MONOMER	EG11933	P32696	phage shock protein G	YjbO, PspG
MONOMER0-1641	G0-9621	Q2EES9	CPS-53 (KpLE1) prophage; prophage CPS-53 recombination directionality factor and response regulator inhibitor	TorI
FABZ-MONOMER	EG11284	P0A6Q6	FabZ	YaeA, SefA
PD03292	EG10992	P11866	TdcR DNA-binding transcriptional activator	TdcR, threonine dehydratase operon activator protein
B1296-MONOMER	G6643	P76037		YcjJ, PuuP
G6483-MONOMER	G6483	P75858	predicted fimbrial-like adhesin protein	ElfG, YcbT
YFEP-MONOMER	G7254	P0A769	Mn<sup>2+</sup> / Fe<sup>2+</sup>: H+ symporter MntH	MntA, MntH, YfeP
G6926-MONOMER	G6926	P76205	predicted protein, N-ter fragment	ArpB, ArpB_1
EG10598-MONOMER	EG10598	P0A734	topological specificity factor of the Min system that regulates septum placement	MinB, MinE
EG11261-MONOMER	EG11261	P17117	NADPH nitroreductase	YbjB, NfsA, MdaA
G7376-MONOMER	G7376	P76609	CP4-57 prophage; predicted protein	YpjM
G7855-MONOMER	G7855	P39300	L-ascorbate 6-phosphate lactonase	YjfR, UlaG
EG11917-MONOMER	EG11917	P32681	conserved protein	YjaH
MONOMER0-1501	EG11596	P0AEZ9	MoaB protein	MoaB
ENOLASE-MONOMER	EG10258	P0A6P9	Eno	
PD00969	EG10268	P10805	EnvY DNA-binding transcriptional activator	EnvY, envelope protein; thermoregulation of porin biosynthesis
ATPG-MONOMER	EG10104	P0ABA6	ATP synthase F<sub>1</sub> complex - gamma subunit	UncG, PapC, AtpG
G6463-MONOMER	G6463	P0A8Q6	specificity factor for ClpA-ClpP chaperone-protease complex	ClpS, YljA
YDHC-MONOMER	EG12141	P37597	putative transport protein, major facilitator superfamily (MFS)	YdhC, YdhC MFS transporter
G6907-MONOMER	G6907	P77689	SufD component of SufBCD Fe-S cluster scaffold complex	YnhC, SufD
EG10535-MONOMER	EG10535	P11072	Lit, cell death peptidase; phage exclusion; e14 prophage	Lit
EG11241-MONOMER	EG11241	P21367	predicted hydrolase monomer	YcaC
G7360-MONOMER	G7360	P52124	CP4-57 prophage; predicted protein	YfjI
G7839-MONOMER	G7839	P39284	conserved inner membrane protein	YjeO
EG11894-MONOMER	EG11894	P33014	conserved protein	YeeD
MONOMER-4603	EG50003		(3<i>R</i>)-3-hydroxybutanoyl-ACP	B1094, AcpP, (3R)-3-hydroxybutanoyl-[acyl-carrier protein], (R)-3-hydroxybutanoyl-[acyl-carrier protein]
EG12878-MONOMER	EG12878	P0ADS2	cell division factor ZapA, localizes to the cytokinetic ring	ZapA, YgfE
PD00360	EG10551	P03030	LysR DNA-binding transcriptional dual regulator	LysR, positive regulator for lys
